"","x"
"3617","976"
"3618","10755"
"3619","3337"
"3620","10270"
"3621","26993"
"3622","58525"
"3623","7171"
"3624","26017"
"3625","10365"
"3626","58513"
"3627","10523"
"3628","79939"
"3629","9441"
"3630","27151"
"3631","4650"
"3632","79629"
"3633","2063"
"3634","29086"
"3635","376497"
"3636","23025"
"3637","55201"
"3638","6142"
"3639","115098"
"3640","27106"
"3641","5296"
"3642","10437"
"3643","84769"
"3644","5143"
"3645","170463"
"3646","8178"
"3647","23770"
"3648","7311"
"3649","55049"
"3650","55295"
"3651","5976"
"3652","10715"
"3653","11316"
"3654","54555"
"3655","10147"
"3656","284439"
"3657","54929"
"3658","404037"
"3659","53345"
"3660","57794"
"3661","83983"
"3662","51079"
"3663","148113"
"3664","51291"
"3665","57130"
"3666","7561"
"3667","56242"
"3668","81931"
"3669","91120"
"3670","90649"
"3671","100129842"
"3672","199777"
"3673","7639"
"3674","80264"
"3675","148206"
"3676","148203"
"3677","353088"
"3678","163227"
"3679","7594"
"3680","7757"
"3681","7644"
"3682","148213"
"3683","388524"
"3684","148189"
"3685","7386"
"3686","79156"
"3687","8725"
"3688","22847"
"3689","9141"
"3690","390916"
"3691","126248"
"3692","1054"
"3693","5184"
"3694","9710"
"3695","126374"
"3696","339318"
"3697","148103"
"3698","90075"
"3699","126375"
"3700","6324"
"3701","53827"
"3702","51599"
"3703","7392"
"3704","100128682"
"3705","93099"
"3706","100506469"
"3707","10430"
"3708","23354"
"3709","1340"
"3710","9757"
"3711","55851"
"3712","55957"
"3713","115703"
"3714","644096"
"3715","84964"
"3716","1155"
"3717","826"
"3718","84924"
"3719","101927599"
"3720","342892"
"3721","388536"
"3722","147923"
"3723","199704"
"3724","92285"
"3725","284459"
"3726","101927720"
"3727","100507433"
"3728","22835"
"3729","84775"
"3730","23094"
"3731","8193"
"3732","94274"
"3733","90522"
"3734","9424"
"3735","57828"
"3736","5714"
"3737","399473"
"3738","27335"
"3739","81"
"3740","147968"
"3741","1891"
"3742","3191"
"3743","126432"
"3744","4793"
"3745","54938"
"3746","6183"
"3747","126433"
"3748","342897"
"3749","57622"
"3750","54623"
"3751","55588"
"3752","64857"
"3753","6217"
"3754","92609"
"3755","10683"
"3756","163126"
"3757","9149"
"3758","2091"
"3759","5704"
"3760","339327"
"3761","4294"
"3762","208"
"3763","126526"
"3764","23646"
"3765","57716"
"3766","29946"
"3767","645"
"3768","9253"
"3769","79934"
"3770","80271"
"3771","284325"
"3772","6626"
"3773","29785"
"3774","558"
"3775","11100"
"3776","7040"
"3777","80776"
"3778","641649"
"3779","374907"
"3780","55101"
"3781","10567"
"3782","2901"
"3783","64763"
"3784","5452"
"3785","116115"
"3786","2931"
"3787","2077"
"3788","23152"
"3789","653583"
"3790","23474"
"3791","126298"
"3792","126299"
"3793","5329"
"3794","7711"
"3795","7773"
"3796","7673"
"3797","7766"
"3798","342909"
"3799","7767"
"3800","100379224"
"3801","7768"
"3802","7733"
"3803","5817"
"3804","56971"
"3805","602"
"3806","5819"
"3807","10452"
"3808","1209"
"3809","284352"
"3810","79090"
"3811","388552"
"3812","57787"
"3813","147700"
"3814","2068"
"3815","10848"
"3816","2067"
"3817","7408"
"3818","24139"
"3819","2696"
"3820","6633"
"3821","23403"
"3822","147912"
"3823","1762"
"3824","26145"
"3825","64344"
"3826","83987"
"3827","57469"
"3828","808"
"3829","25865"
"3830","1175"
"3831","4861"
"3832","54958"
"3833","23211"
"3834","10055"
"3835","255783"
"3836","9704"
"3837","56917"
"3838","11133"
"3839","8775"
"3840","29998"
"3841","30846"
"3842","29997"
"3843","374920"
"3844","163071"
"3845","2014"
"3846","55260"
"3847","10945"
"3848","2906"
"3849","83743"
"3850","3770"
"3851","9266"
"3852","6141"
"3853","1628"
"3854","770"
"3855","587"
"3856","51171"
"3857","57664"
"3858","10856"
"3859","4909"
"3860","3743"
"3861","6625"
"3862","64130"
"3863","54795"
"3864","28968"
"3865","951"
"3866","8463"
"3867","126133"
"3868","23521"
"3869","6205"
"3870","51070"
"3871","57479"
"3872","6237"
"3873","83596"
"3874","3276"
"3875","160"
"3876","80199"
"3877","53635"
"3878","101928378"
"3879","11284"
"3880","84335"
"3881","23636"
"3882","22809"
"3883","79784"
"3884","3748"
"3885","5424"
"3886","284361"
"3887","94030"
"3888","342918"
"3889","6320"
"3890","2109"
"3891","7728"
"3892","84765"
"3893","65251"
"3894","80110"
"3895","9668"
"3896","90317"
"3897","5518"
"3898","102724105"
"3899","147660"
"3900","55769"
"3901","162966"
"3902","7576"
"3903","90333"
"3904","388559"
"3905","125893"
"3906","79986"
"3907","90338"
"3908","84671"
"3909","342926"
"3910","91664"
"3911","170958"
"3912","388561"
"3913","126017"
"3914","55422"
"3915","91663"
"3916","59285"
"3917","4696"
"3918","79143"
"3919","79042"
"3920","6203"
"3921","104355426"
"3922","114823"
"3923","148170"
"3924","55655"
"3925","54869"
"3926","54776"
"3927","352909"
"3928","22870"
"3929","84446"
"3930","84787"
"3931","6158"
"3932","79763"
"3933","89887"
"3934","57106"
"3935","84922"
"3936","11338"
"3937","29924"
"3938","79149"
"3939","9422"
"3940","390980"
"3941","10794"
"3942","125919"
"3943","284306"
"3944","10597"
"3945","7565"
"3946","388567"
"3947","79744"
"3948","55659"
"3949","284307"
"3950","348327"
"3951","10520"
"3952","2282"
"3953","10172"
"3954","147685"
"3955","79673"
"3956","7554"
"3957","162968"
"3958","105372483"
"3959","116412"
"3960","6193"
"3961","388569"
"3962","7691"
"3963","25799"
"3964","55663"
"3965","10998"
"3966","10155"
"3967","100131691"
"3968","7593"
"3969","65996"
"3970","26751"
"3971","52"
"3972","129787"
"3973","7260"
"3974","246243"
"3975","6201"
"3976","78989"
"3977","6664"
"3978","100506299"
"3979","3398"
"3980","57498"
"3981","8853"
"3982","9270"
"3983","6868"
"3984","10971"
"3985","8462"
"3986","4953"
"3987","79954"
"3988","245973"
"3989","9475"
"3990","9687"
"3991","28951"
"3992","51594"
"3993","79677"
"3994","348654"
"3995","57665"
"3996","130502"
"3997","388"
"3998","54454"
"3999","165324"
"4000","80304"
"4001","2281"
"4002","51639"
"4003","375190"
"4004","50618"
"4005","8648"
"4006","391356"
"4007","51277"
"4008","1788"
"4009","55252"
"4010","3797"
"4011","10890"
"4012","3032"
"4013","85465"
"4014","3777"
"4015","54978"
"4016","60509"
"4017","100128731"
"4018","10113"
"4019","51374"
"4020","7349"
"4021","4358"
"4022","5496"
"4023","2498"
"4024","29959"
"4025","84226"
"4026","79635"
"4027","9913"
"4028","105374378"
"4029","9553"
"4030","9577"
"4031","2355"
"4032","5500"
"4033","23160"
"4034","388939"
"4035","440854"
"4036","30845"
"4037","51072"
"4038","6683"
"4039","58484"
"4040","84272"
"4041","57448"
"4042","100288911"
"4043","9637"
"4044","5610"
"4045","10153"
"4046","55471"
"4047","23683"
"4048","25797"
"4049","1545"
"4050","6432"
"4051","6654"
"4052","728730"
"4053","130733"
"4054","6546"
"4055","27436"
"4056","9167"
"4057","678"
"4058","10128"
"4059","9581"
"4060","102724965"
"4061","5581"
"4062","90423"
"4063","9655"
"4064","90411"
"4065","805"
"4066","618"
"4067","4072"
"4068","4436"
"4069","80204"
"4070","51130"
"4071","10936"
"4072","23198"
"4073","6711"
"4074","57142"
"4075","6233"
"4076","55704"
"4077","57223"
"4078","87178"
"4079","2202"
"4080","100129434"
"4081","114800"
"4082","7444"
"4083","64895"
"4084","5194"
"4085","84542"
"4086","130872"
"4087","150684"
"4088","10678"
"4089","200728"
"4090","23301"
"4091","51057"
"4092","4190"
"4093","7360"
"4094","57162"
"4095","29094"
"4096","54812"
"4097","9792"
"4098","10097"
"4099","200734"
"4100","116143"
"4101","5534"
"4102","25927"
"4103","554251"
"4104","27302"
"4105","2673"
"4106","307"
"4107","64395"
"4108","11017"
"4109","4084"
"4110","54980"
"4111","7072"
"4112","84908"
"4113","84693"
"4114","23233"
"4115","94097"
"4116","84279"
"4117","10574"
"4118","200424"
"4119","388962"
"4120","10797"
"4121","57835"
"4122","1639"
"4123","388963"
"4124","6242"
"4125","7841"
"4126","116540"
"4127","84865"
"4128","151534"
"4129","84759"
"4130","550"
"4131","27429"
"4132","1796"
"4133","10505"
"4134","56655"
"4135","84141"
"4136","347730"
"4137","8802"
"4138","9168"
"4139","56888"
"4140","10618"
"4141","2677"
"4142","10791"
"4143","51255"
"4144","10713"
"4145","84913"
"4146","8869"
"4147","90784"
"4148","25885"
"4149","55037"
"4150","10989"
"4151","55818"
"4152","51652"
"4153","7844"
"4154","400966"
"4155","5343"
"4156","285074"
"4157","102724642"
"4158","730268"
"4159","5342"
"4160","729857"
"4161","51315"
"4162","150572"
"4163","55258"
"4164","9451"
"4165","654342"
"4166","150696"
"4167","51011"
"4168","150759"
"4169","400986"
"4170","729234"
"4171","285033"
"4172","55654"
"4173","23020"
"4174","10865"
"4175","55683"
"4176","90342"
"4177","81562"
"4178","26504"
"4179","200539"
"4180","51239"
"4181","151313"
"4182","375248"
"4183","100506076"
"4184","57730"
"4185","1329"
"4186","10120"
"4187","23505"
"4188","3631"
"4189","80705"
"4190","9669"
"4191","164832"
"4192","9486"
"4193","6160"
"4194","11138"
"4195","55571"
"4196","284996"
"4197","9448"
"4198","8809"
"4199","84804"
"4200","130827"
"4201","64965"
"4202","9392"
"4203","79074"
"4204","80146"
"4205","653489"
"4206","285190"
"4207","27233"
"4208","9648"
"4209","165055"
"4210","100287216"
"4211","344558"
"4212","151011"
"4213","84220"
"4214","151009"
"4215","729540"
"4216","10018"
"4217","64682"
"4218","84910"
"4219","84524"
"4220","376940"
"4221","727851"
"4222","150465"
"4223","6574"
"4224","23550"
"4225","150472"
"4226","375260"
"4227","11159"
"4228","8886"
"4229","54520"
"4230","51141"
"4231","55240"
"4232","130355"
"4233","79134"
"4234","5899"
"4235","23332"
"4236","254128"
"4237","84365"
"4238","2995"
"4239","10746"
"4240","55677"
"4241","4648"
"4242","2840"
"4243","55339"
"4244","5433"
"4245","83607"
"4246","79595"
"4247","56886"
"4248","84084"
"4249","285103"
"4250","91409"
"4251","55627"
"4252","84317"
"4253","92856"
"4254","653269"
"4255","653781"
"4256","130074"
"4257","55041"
"4258","150786"
"4259","401010"
"4260","150776"
"4261","29798"
"4262","4249"
"4263","905"
"4264","84083"
"4265","23518"
"4266","23190"
"4267","1615"
"4268","3176"
"4269","339745"
"4270","11249"
"4271","9839"
"4272","5000"
"4273","130574"
"4274","390"
"4275","55183"
"4276","55660"
"4277","151188"
"4278","3760"
"4279","90"
"4280","8502"
"4281","151525"
"4282","22925"
"4283","10010"
"4284","100996579"
"4285","1803"
"4286","64135"
"4287","25801"
"4288","90134"
"4289","55137"
"4290","22837"
"4291","79809"
"4292","129446"
"4293","27347"
"4294","253782"
"4295","4036"
"4296","9360"
"4297","6741"
"4298","130507"
"4299","285141"
"4300","79828"
"4301","80067"
"4302","1781"
"4303","8520"
"4304","6670"
"4305","29789"
"4306","9541"
"4307","1123"
"4308","1386"
"4309","518"
"4310","80856"
"4311","4780"
"4312","150737"
"4313","92104"
"4314","114880"
"4315","8575"
"4316","65977"
"4317","7273"
"4318","285025"
"4319","3676"
"4320","375298"
"4321","151242"
"4322","54431"
"4323","10787"
"4324","129401"
"4325","91752"
"4326","3685"
"4327","51454"
"4328","30061"
"4329","54529"
"4330","150709"
"4331","64172"
"4332","94101"
"4333","5378"
"4334","84281"
"4335","26275"
"4336","3628"
"4337","54842"
"4338","105373801"
"4339","6772"
"4340","6775"
"4341","4430"
"4342","64859"
"4343","8436"
"4344","57181"
"4345","9262"
"4346","80055"
"4347","23451"
"4348","80219"
"4349","3336"
"4350","5334"
"4351","26010"
"4352","9689"
"4353","1195"
"4354","285172"
"4355","4709"
"4356","8837"
"4357","841"
"4358","130540"
"4359","55437"
"4360","65062"
"4361","57679"
"4362","7341"
"4363","51602"
"4364","659"
"4365","130026"
"4366","55759"
"4367","65065"
"4368","65059"
"4369","8828"
"4370","100329109"
"4371","4719"
"4372","1933"
"4373","57683"
"4374","8745"
"4375","130752"
"4376","8609"
"4377","151195"
"4378","200576"
"4379","22807"
"4380","79582"
"4381","580"
"4382","55686"
"4383","55825"
"4384","7520"
"4385","150967"
"4386","57574"
"4387","6168"
"4388","3488"
"4389","7145"
"4390","10109"
"4391","14"
"4392","25953"
"4393","64114"
"4394","6556"
"4395","58190"
"4396","57695"
"4397","84812"
"4398","27148"
"4399","79840"
"4400","27013"
"4401","79137"
"4402","10058"
"4403","55139"
"4404","79411"
"4405","3300"
"4406","5798"
"4407","10290"
"4408","100996693"
"4409","23363"
"4410","114790"
"4411","6508"
"4412","130367"
"4413","2181"
"4414","7857"
"4415","65080"
"4416","5270"
"4417","84236"
"4418","1285"
"4419","654841"
"4420","164781"
"4421","55022"
"4422","92737"
"4423","9320"
"4424","130888"
"4425","6672"
"4426","51719"
"4427","5707"
"4428","93010"
"4429","105373926"
"4430","4691"
"4431","5757"
"4432","129563"
"4433","26058"
"4434","55054"
"4435","116987"
"4436","57007"
"4437","10920"
"4438","64284"
"4439","10267"
"4440","140739"
"4441","339768"
"4442","80895"
"4443","643387"
"4444","55502"
"4445","8864"
"4446","26146"
"4447","51665"
"4448","150678"
"4449","2817"
"4450","51281"
"4451","285193"
"4452","11132"
"4453","2859"
"4454","5510"
"4455","50636"
"4456","3069"
"4457","4735"
"4458","10494"
"4459","666"
"4460","51078"
"4461","23192"
"4462","1841"
"4463","728294"
"4464","728323"
"4465","140680"
"4466","85364"
"4467","6666"
"4468","80023"
"4469","10616"
"4470","128637"
"4471","140809"
"4472","55321"
"4473","100507495"
"4474","2280"
"4475","10326"
"4476","140885"
"4477","6628"
"4478","10528"
"4479","3420"
"4480","64773"
"4481","22888"
"4482","60493"
"4483","3704"
"4484","25943"
"4485","8455"
"4486","54976"
"4487","1059"
"4488","57506"
"4489","80025"
"4490","11237"
"4491","146"
"4492","29058"
"4493","5111"
"4494","8760"
"4495","149837"
"4496","56261"
"4497","149840"
"4498","1114"
"4499","51605"
"4500","54675"
"4501","164312"
"4502","55612"
"4503","650"
"4504","56255"
"4505","5332"
"4506","6629"
"4507","11034"
"4508","6238"
"4509","27131"
"4510","92667"
"4511","7692"
"4512","10621"
"4513","10483"
"4514","54453"
"4515","51340"
"4516","22803"
"4517","29107"
"4518","63908"
"4519","1471"
"4520","79953"
"4521","57136"
"4522","955"
"4523","26090"
"4524","22981"
"4525","140838"
"4526","102724826"
"4527","100134868"
"4528","100289097"
"4529","81502"
"4530","100874042"
"4531","3397"
"4532","128853"
"4533","9777"
"4534","128854"
"4535","5326"
"4536","23509"
"4537","22919"
"4538","6640"
"4539","9139"
"4540","63941"
"4541","128866"
"4542","22913"
"4543","8894"
"4544","191"
"4545","83737"
"4546","58476"
"4547","2686"
"4548","55902"
"4549","57644"
"4550","55741"
"4551","10544"
"4552","101410538"
"4553","55245"
"4554","11190"
"4555","51614"
"4556","6676"
"4557","8904"
"4558","9054"
"4559","140823"
"4560","9584"
"4561","2036"
"4562","55969"
"4563","140711"
"4564","25939"
"4565","6714"
"4566","10904"
"4567","4826"
"4568","128434"
"4569","9675"
"4570","58490"
"4571","7052"
"4572","7150"
"4573","5335"
"4574","23051"
"4575","64900"
"4576","26013"
"4577","57158"
"4578","51526"
"4579","128486"
"4580","79183"
"4581","10955"
"4582","100"
"4583","140730"
"4584","7529"
"4585","80336"
"4586","10953"
"4587","6789"
"4588","90196"
"4589","27296"
"4590","55861"
"4591","51604"
"4592","90204"
"4593","128497"
"4594","140825"
"4595","5476"
"4596","5360"
"4597","63925"
"4598","63916"
"4599","55713"
"4600","64849"
"4601","112858"
"4602","81031"
"4603","23613"
"4604","1434"
"4605","6780"
"4606","57169"
"4607","441951"
"4608","5740"
"4609","9334"
"4610","9825"
"4611","55905"
"4612","387521"
"4613","5770"
"4614","140876"
"4615","84612"
"4616","55653"
"4617","101927631"
"4618","8813"
"4619","3755"
"4620","4773"
"4621","10079"
"4622","57167"
"4623","7764"
"4624","116151"
"4625","1477"
"4626","51507"
"4627","8480"
"4628","55544"
"4629","56937"
"4630","57403"
"4631","8675"
"4632","2778"
"4633","1522"
"4634","514"
"4635","5509"
"4636","6874"
"4637","149986"
"4638","5688"
"4639","26039"
"4640","26164"
"4641","9885"
"4642","11047"
"4643","6227"
"4644","81928"
"4645","140628"
"4646","10732"
"4647","11083"
"4648","54994"
"4649","54915"
"4650","55738"
"4651","85441"
"4652","50861"
"4653","51750"
"4654","84619"
"4655","56731"
"4656","140685"
"4657","140701"
"4658","80331"
"4659","54963"
"4660","100113386"
"4661","140700"
"4662","6919"
"4663","4987"
"4664","55251"
"4665","102724023"
"4666","102724200"
"4667","102724219"
"4668","102724334"
"4669","102724441"
"4670","102724843"
"4671","102724951"
"4672","102723360"
"4673","102723475"
"4674","6782"
"4675","8204"
"4676","388815"
"4677","1525"
"4678","10950"
"4679","4685"
"4680","522"
"4681","2551"
"4682","351"
"4683","9510"
"4684","10069"
"4685","10694"
"4686","56911"
"4687","571"
"4688","2897"
"4689","6647"
"4690","57466"
"4691","9875"
"4692","140290"
"4693","8867"
"4694","94104"
"4695","3455"
"4696","3588"
"4697","3460"
"4698","54943"
"4699","2618"
"4700","6651"
"4701","29980"
"4702","9946"
"4703","6453"
"4704","539"
"4705","64968"
"4706","3753"
"4707","1827"
"4708","100506428"
"4709","9980"
"4710","23515"
"4711","3141"
"4712","51227"
"4713","7267"
"4714","10311"
"4715","1859"
"4716","54014"
"4717","7485"
"4718","25825"
"4719","4599"
"4720","63977"
"4721","5152"
"4722","5316"
"4723","150094"
"4724","8566"
"4725","1476"
"4726","56894"
"4727","7109"
"4728","8209"
"4729","755"
"4730","81543"
"4731","54082"
"4732","7327"
"4733","6612"
"4734","754"
"4735","84536"
"4736","728039"
"4737","104"
"4738","23275"
"4739","54039"
"4740","10841"
"4741","84221"
"4742","4047"
"4743","8888"
"4744","5116"
"4745","23181"
"4746","27440"
"4747","51816"
"4748","529"
"4749","51807"
"4750","728233"
"4751","8214"
"4752","5625"
"4753","9993"
"4754","25786"
"4755","100652736"
"4756","8218"
"4757","7290"
"4758","7353"
"4759","5413"
"4760","54584"
"4761","79680"
"4762","10587"
"4763","1312"
"4764","421"
"4765","128989"
"4766","5902"
"4767","29801"
"4768","85359"
"4769","84861"
"4770","51586"
"4771","84222"
"4772","5297"
"4773","1399"
"4774","6545"
"4775","728441"
"4776","645426"
"4777","375133"
"4778","7332"
"4779","23753"
"4780","5594"
"4781","96610"
"4782","9609"
"4783","613"
"4784","26226"
"4785","266747"
"4786","400916"
"4787","4320"
"4788","91319"
"4789","66035"
"4790","100037417"
"4791","1652"
"4792","23523"
"4793","23384"
"4794","6634"
"4795","2678"
"4796","388886"
"4797","85379"
"4798","57168"
"4799","24144"
"4800","8459"
"4801","284900"
"4802","150274"
"4803","150275"
"4804","7494"
"4805","84133"
"4806","2130"
"4807","162"
"4808","4744"
"4809","8563"
"4810","8508"
"4811","4771"
"4812","55954"
"4813","29796"
"4814","652968"
"4815","83874"
"4816","550631"
"4817","200312"
"4818","23541"
"4819","51537"
"4820","6948"
"4821","339665"
"4822","23762"
"4823","22880"
"4824","55000"
"4825","6525"
"4826","140606"
"4827","91445"
"4828","23598"
"4829","54944"
"4830","56478"
"4831","9814"
"4832","23761"
"4833","253143"
"4834","6523"
"4835","25793"
"4836","7078"
"4837","9215"
"4838","10042"
"4839","3162"
"4840","23543"
"4841","23780"
"4842","25828"
"4843","8664"
"4844","79734"
"4845","114794"
"4846","29775"
"4847","11135"
"4848","23616"
"4849","129138"
"4850","51386"
"4851","85377"
"4852","84645"
"4853","5435"
"4854","23539"
"4855","80115"
"4856","23764"
"4857","25829"
"4858","400927"
"4859","11015"
"4860","646851"
"4861","56993"
"4862","9929"
"4863","25777"
"4864","23466"
"4865","9582"
"4866","27350"
"4867","200316"
"4868","6122"
"4869","9145"
"4870","4248"
"4871","54471"
"4872","23112"
"4873","27352"
"4874","6767"
"4875","63929"
"4876","9978"
"4877","2033"
"4878","5905"
"4879","23264"
"4880","84844"
"4881","50"
"4882","171568"
"4883","27351"
"4884","2547"
"4885","79879"
"4886","6721"
"4887","91689"
"4888","4700"
"4889","100132273"
"4890","1565"
"4891","94009"
"4892","27341"
"4893","253190"
"4894","91695"
"4895","84271"
"4896","53947"
"4897","26286"
"4898","11252"
"4899","638"
"4900","23170"
"4901","64800"
"4902","25830"
"4903","29780"
"4904","64098"
"4905","100506714"
"4906","10762"
"4907","23313"
"4908","55007"
"4909","25814"
"4910","55020"
"4911","9620"
"4912","23151"
"4913","64781"
"4914","23774"
"4915","9889"
"4916","79174"
"4917","415116"
"4918","56666"
"4919","80305"
"4920","83642"
"4921","85378"
"4922","83933"
"4923","6300"
"4924","5600"
"4925","414918"
"4926","6305"
"4927","91289"
"4928","9997"
"4929","410"
"4930","11158"
"4931","152330"
"4932","51095"
"4933","285362"
"4934","6419"
"4935","8553"
"4936","9695"
"4937","5021"
"4938","9901"
"4939","55209"
"4940","64419"
"4941","7862"
"4942","8536"
"4943","26140"
"4944","132014"
"4945","285368"
"4946","55831"
"4947","442075"
"4948","152302"
"4949","55845"
"4950","3656"
"4951","9797"
"4952","491"
"4953","6529"
"4954","3269"
"4955","9686"
"4956","5468"
"4957","5894"
"4958","55287"
"4959","6161"
"4960","9922"
"4961","23225"
"4962","2199"
"4963","7476"
"4964","27258"
"4965","6533"
"4966","51244"
"4967","84077"
"4968","7182"
"4969","64432"
"4970","23473"
"4971","100505696"
"4972","85403"
"4973","23243"
"4974","23228"
"4975","9779"
"4976","5868"
"4977","7325"
"4978","7324"
"4979","28512"
"4980","6138"
"4981","9975"
"4982","5915"
"4983","54995"
"4984","64343"
"4985","100873979"
"4986","201595"
"4987","54918"
"4988","51143"
"4989","2720"
"4990","643853"
"4991","7342"
"4992","23122"
"4993","10015"
"4994","6769"
"4995","9881"
"4996","9852"
"4997","4292"
"4998","9209"
"4999","2803"
"5000","9943"
"5001","9942"
"5002","93"
"5003","57599"
"5004","64689"
"5005","64651"
"5006","165904"
"5007","54977"
"5008","3921"
"5009","9045"
"5010","253639"
"5011","285268"
"5012","1499"
"5013","22906"
"5014","7433"
"5015","51188"
"5016","4820"
"5017","25994"
"5018","84892"
"5019","54861"
"5020","55129"
"5021","51099"
"5022","285343"
"5023","353274"
"5024","285346"
"5025","10168"
"5026","7584"
"5027","64866"
"5028","23395"
"5029","8994"
"5030","79443"
"5031","79442"
"5032","339906"
"5033","23218"
"5034","64147"
"5035","25930"
"5036","6599"
"5037","4134"
"5038","5364"
"5039","79714"
"5040","51372"
"5041","51246"
"5042","5210"
"5043","1294"
"5044","7384"
"5045","65010"
"5046","5576"
"5047","100506637"
"5048","788"
"5049","10425"
"5050","54681"
"5051","11180"
"5052","25915"
"5053","54870"
"5054","5859"
"5055","10869"
"5056","387"
"5057","6988"
"5058","275"
"5059","1605"
"5060","8927"
"5061","327"
"5062","4485"
"5063","63891"
"5064","10180"
"5065","10181"
"5066","100775107"
"5067","2771"
"5068","101928931"
"5069","7869"
"5070","132228"
"5071","8372"
"5072","24142"
"5073","11334"
"5074","11070"
"5075","51161"
"5076","1154"
"5077","7867"
"5078","7873"
"5079","29890"
"5080","23132"
"5081","51368"
"5082","9136"
"5083","57060"
"5084","95"
"5085","6159"
"5086","1849"
"5087","132160"
"5088","80335"
"5089","25981"
"5090","51533"
"5091","56920"
"5092","11188"
"5093","440957"
"5094","26354"
"5095","28972"
"5096","6787"
"5097","3700"
"5098","58515"
"5099","26059"
"5100","23272"
"5101","50650"
"5102","26060"
"5103","142686"
"5104","201626"
"5105","378"
"5106","7871"
"5107","57406"
"5108","5162"
"5109","200845"
"5110","8618"
"5111","80145"
"5112","166336"
"5113","115286"
"5114","84541"
"5115","8801"
"5116","285203"
"5117","9039"
"5118","10550"
"5119","4286"
"5120","105377206"
"5121","23429"
"5122","55164"
"5123","727936"
"5124","23024"
"5125","101927249"
"5126","692099"
"5127","6092"
"5128","6091"
"5129","2632"
"5130","389136"
"5131","25978"
"5132","105377200"
"5133","55279"
"5134","285237"
"5135","5627"
"5136","200894"
"5137","63899"
"5138","56650"
"5139","1371"
"5140","100874207"
"5141","131566"
"5142","84319"
"5143","56954"
"5144","9868"
"5145","10342"
"5146","50939"
"5147","54931"
"5148","6152"
"5149","105374013"
"5150","79598"
"5151","214"
"5152","868"
"5153","961"
"5154","55081"
"5155","22989"
"5156","9666"
"5157","25945"
"5158","90102"
"5159","79669"
"5160","4345"
"5161","55032"
"5162","100506621"
"5163","55779"
"5164","80218"
"5165","523"
"5166","54762"
"5167","4045"
"5168","152404"
"5169","57514"
"5170","56983"
"5171","141"
"5172","2932"
"5173","116064"
"5174","2960"
"5175","2804"
"5176","6565"
"5177","26355"
"5178","54554"
"5179","83666"
"5180","54625"
"5181","79663"
"5182","26984"
"5183","201562"
"5184","100506826"
"5185","64770"
"5186","8997"
"5187","7372"
"5188","3693"
"5189","57493"
"5190","84561"
"5191","7707"
"5192","8723"
"5193","114885"
"5194","54946"
"5195","79364"
"5196","114112"
"5197","84303"
"5198","5361"
"5199","80325"
"5200","11343"
"5201","29927"
"5202","60678"
"5203","6184"
"5204","7879"
"5205","28976"
"5206","57501"
"5207","57461"
"5208","132241"
"5209","55764"
"5210","100507032"
"5211","729375"
"5212","646300"
"5213","30849"
"5214","27032"
"5215","79858"
"5216","152195"
"5217","23317"
"5218","79876"
"5219","27031"
"5220","66000"
"5221","55573"
"5222","11073"
"5223","58477"
"5224","6578"
"5225","6259"
"5226","25847"
"5227","80254"
"5228","55167"
"5229","5096"
"5230","4690"
"5231","199221"
"5232","51163"
"5233","22808"
"5234","80321"
"5235","55179"
"5236","9276"
"5237","349565"
"5238","55186"
"5239","5922"
"5240","7029"
"5241","256356"
"5242","54464"
"5243","5357"
"5244","7220"
"5245","26577"
"5246","100289361"
"5247","23350"
"5248","285195"
"5249","205428"
"5250","5352"
"5251","5359"
"5252","2992"
"5253","6596"
"5254","84343"
"5255","25937"
"5256","9819"
"5257","27230"
"5258","83939"
"5259","51714"
"5260","6478"
"5261","4154"
"5262","4311"
"5263","9197"
"5264","8833"
"5265","6747"
"5266","647033"
"5267","339894"
"5268","79674"
"5269","5806"
"5270","6474"
"5271","4291"
"5272","85476"
"5273","64747"
"5274","3840"
"5275","8706"
"5276","51068"
"5277","101243545"
"5278","5274"
"5279","27333"
"5280","2122"
"5281","84517"
"5282","7095"
"5283","80012"
"5284","5584"
"5285","6498"
"5286","5010"
"5287","56648"
"5288","5337"
"5289","57552"
"5290","254827"
"5291","64393"
"5292","5290"
"5293","55669"
"5294","59345"
"5295","4711"
"5296","151613"
"5297","339829"
"5298","8087"
"5299","54165"
"5300","56922"
"5301","23101"
"5302","54800"
"5303","55689"
"5304","10057"
"5305","1857"
"5306","1173"
"5307","10195"
"5308","5708"
"5309","1981"
"5310","131408"
"5311","5437"
"5312","23355"
"5313","285382"
"5314","1962"
"5315","9175"
"5316","90407"
"5317","200879"
"5318","6434"
"5319","51726"
"5320","101929130"
"5321","604"
"5322","339929"
"5323","4026"
"5324","9076"
"5325","3556"
"5326","105374278"
"5327","57110"
"5328","84789"
"5329","4976"
"5330","3280"
"5331","131578"
"5332","401106"
"5333","100507297"
"5334","23527"
"5335","5504"
"5336","105374297"
"5337","727956"
"5338","440993"
"5339","255812"
"5340","5130"
"5341","26043"
"5342","165918"
"5343","255798"
"5344","348793"
"5345","200933"
"5346","54965"
"5347","5062"
"5348","205564"
"5349","152217"
"5350","100507057"
"5351","1739"
"5352","84248"
"5353","84223"
"5354","6165"
"5355","89782"
"5356","728262"
"5357","152687"
"5358","255403"
"5359","79963"
"5360","170960"
"5361","54872"
"5362","5158"
"5363","521"
"5364","4636"
